Source_Node_u,Target_Node_v,Weight_Distance_km,Highway_Type,Is_Oneway
1328,4994,0.008213172546464318,service,True
1329,2558,0.013201682427584563,service,False
1329,3420,0.01705654483741553,service,False
1330,2432,0.0035710599205839777,service,False
1330,3800,0.012402680346617756,residential,True
1331,109,0.007524766692976822,service,False
1331,4514,0.0017879120771168268,service,False
1332,924,0.01674624979188908,service,False
1332,1177,0.02077759861921061,service,False
1332,5622,0.013129575099338897,service,False
1333,499,0.04672549798017651,service,False
1333,2842,0.040592387386631366,residential,False
1333,3356,0.031975108503261664,residential,False
1334,1683,0.040719486908500496,residential,False
1334,3631,0.00899057179918887,residential,False
1335,5022,0.01748053596246915,service,False
1336,197,0.01913851329882863,tertiary,True
1337,3559,0.013550554821008311,residential,False
1337,4649,0.01143800462057634,residential,False
1338,914,0.011394489000083163,tertiary,False
1338,1388,0.01276129094086184,tertiary,False
1339,22,0.009336711210697781,service,False
1339,3433,0.033966936212354554,service,False
1340,3829,0.00632464682450322,residential,False
1340,4568,0.006006022055198994,residential,False
1341,4313,0.002781205771830162,tertiary,True
1342,205,0.028995473893616248,service,False
1343,266,0.006215801039615141,service,False
1343,301,0.0048669931568228264,service,False
1344,420,0.01712027004311954,tertiary,False
1344,3169,0.01542902740298365,tertiary,True
1344,5324,0.005355280608768084,service,False
1345,3697,0.030025911870195158,service,False
1346,1497,0.019425384833375955,service,False
1346,2080,0.050906576553158625,service,False
1346,3596,0.01965394507095065,service,False
1347,1610,0.006827499275212163,service,False
1347,5153,0.007860892518297316,service,False
1348,3712,0.004471091423538509,service,False
1348,4520,0.0037885498263669683,service,False
1349,2329,0.012621770975263881,service,True
1350,4560,0.014546611043039575,primary,True
1351,2581,0.0159580310705915,service,False
1351,4760,0.008137281800508541,service,False
1352,624,0.0015976835451303102,service,True
1353,364,0.0051295019354186495,residential,False
1353,4846,0.032339039328281804,residential,False
1354,976,0.0028767829726322994,residential,False
1354,5174,0.019205591996729034,residential,False
1355,3870,0.01251080524660885,service,True
1356,3719,0.033830645759463485,residential,False
1356,5514,0.013598704369239038,residential,False
1357,311,0.009729997804462761,service,False
1357,497,0.04359648977046339,service,False
1357,910,0.03234440777127976,service,False
1358,1200,0.03199239891283762,service,False
1358,4103,0.007163727786731285,service,False
1359,684,0.024688066815972444,service,False
1360,1850,0.04363648940187208,service,False
1360,3012,0.02575432597884193,service,False
1361,2351,0.02063617940051684,primary,True
1362,1606,0.031125479107654883,service,False
1362,2603,0.012026113753885395,service,False
1363,4512,0.008441169063893455,service,True
1364,2101,0.0007209185020916179,residential,False
1364,2527,0.0007090373664812121,residential,False
1365,957,0.0337772234662487,residential,False
1365,3836,0.06503993102155657,residential,False
1365,4893,0.04106169224668027,residential,False
1366,3746,0.0027819140523937984,service,False
1366,4994,0.021240958330432057,service,False
1367,3265,0.02856867243061625,service,False
1368,1936,0.0056884662164069285,residential,False
1368,3351,0.040333677926962075,residential,False
1369,2706,0.01572488677928123,service,False
1369,4093,0.025077714347192265,service,False
1369,4693,0.03527033050918661,service,False
1370,325,0.032532449263680666,service,False
1370,4276,0.02254824536118256,service,False
1371,340,0.0026067371681409474,service,False
1371,3618,0.016067030807229273,service,False
1372,168,0.026013475571894016,residential,False
1372,2323,0.05724820221939565,residential,False
1373,844,0.012364540525726794,service,False
1373,3532,0.0058759236304638815,service,False
1374,88,0.01790986373962893,service,False
1374,2951,0.012125694124822806,service,False
1375,373,0.010475704866445234,service,False
1375,922,0.0069736895740496185,service,False
1376,1068,0.006732016736044975,service,False
1376,3321,0.01934201904050928,service,False
1377,498,0.03312317352720484,tertiary,True
1378,475,0.00802398982636196,service,False
1378,1021,0.0084780385337731,service,False
1379,4092,0.01162328046839611,residential,True
1379,4347,0.010840933184599978,tertiary,False
1379,5093,0.012270025863424072,tertiary,False
1380,3097,0.028045559061581436,service,False
1380,5558,0.028588765832736864,service,False
1381,4157,0.06090078679075356,secondary,True
1382,4110,0.006432988225742677,residential,False
1382,5085,0.00892749059435132,residential,False
1383,740,0.0081221904720833,service,False
1383,4290,0.011522453807099098,service,False
1384,251,0.05124593531501427,tertiary,False
1384,683,0.036507169093895515,tertiary,False
1385,2385,0.0037628908120458477,service,True
1386,1753,0.006591905228132996,residential,False
1386,2412,0.015892207657984526,residential,False
1387,743,0.005777037682670021,service,False
1387,869,0.014391049060949117,service,False
1388,1338,0.01276129094086184,tertiary,False
1388,3628,0.00875428968005418,tertiary,False
1389,312,0.028856345623411165,residential,False
1389,2710,0.024523141180077895,residential,False
1390,574,0.013315968066469532,residential,False
1390,742,0.042911247478613086,residential,False
1390,5442,0.002997469225042838,residential,False
1391,3586,0.015349250342225975,service,False
1391,4714,0.021256589779396862,service,False
1392,2384,0.010727637093864787,tertiary,False
1392,2420,0.011614904836451253,tertiary,False
1393,2590,0.023851855847220674,service,False
1393,2767,0.005502665183460284,service,False
1394,4774,0.017069790305260776,service,False
1394,5584,0.01137440490605416,service,False
1395,873,0.0034791323674179028,service,False
1395,5125,0.012202605340254203,service,False
1396,2944,0.0044063586531154705,service,False
1396,3673,0.015038026603313406,tertiary,False
1396,5131,0.02064152619813072,tertiary,False
1397,776,0.018933118575352875,tertiary_link,True
1397,1098,0.004845705490473307,tertiary,False
1397,3377,0.018963975991202767,tertiary,False
1398,3032,0.009520251629275226,primary_link,True
1399,2995,0.022359989167354623,service,False
1399,3333,0.012697289762468988,service,False
1400,195,0.05627035242155618,service,False
1400,2640,0.009481132182818658,service,False
1401,2148,0.01998271415743061,service,False
1402,1640,0.06349639055471408,service,False
1402,3401,0.009971330976837861,service,False
1403,2789,0.005572499802140349,residential,False
1403,4644,0.12626282221469035,residential,False
1404,874,0.014663850056044234,tertiary,False
1404,1682,0.023201505053562135,tertiary,False
1404,4941,0.0056976431827828545,service,False
1405,714,0.016802592339133872,tertiary,False
1405,3757,0.006763974251617622,tertiary,False
1406,3825,0.015296676551831409,residential,True
1407,640,0.01372245893920499,primary,False
1407,1445,0.011007526632100839,service,False
1407,2282,0.01699172931123789,primary,False
1408,946,0.09159297998649263,tertiary,False
1408,2624,0.006499154257407235,service,False
1408,5474,0.0030393937156433623,tertiary,False
1409,740,0.008227522916320996,service,False
1409,3853,0.01323176014408412,service,False
1410,550,0.00540575777680816,service,False
1410,5511,0.006829648338131659,service,False
1411,2026,0.004972536482782466,service,False
1411,2088,0.015881911854370576,service,False
1412,2737,0.06359362540075993,service,False
1412,3401,0.011331128733942356,service,False
1412,5445,0.02566547051855893,service,False
1413,1703,0.006860309871025455,service,False
1413,4659,0.009731734468528147,service,False
1414,978,0.02487890502703811,service,False
1415,2999,0.011577307909097992,service,False
1415,4040,0.018191412172739296,service,False
1416,2770,0.027132052011620014,service,False
1416,3516,0.06766170542677417,service,False
1416,5267,0.040638709834235266,service,False
1417,1279,0.008391722936064341,residential,False
1417,4951,0.1463782273447546,residential,False
1418,4168,0.019613073683145237,service,False
1418,5658,0.013198464335554966,service,False
1419,1512,0.04472443238793256,tertiary,False
1419,2958,0.06526721984454653,tertiary,False
1419,5369,0.009780451520791067,residential,False
1420,1763,0.053508354912158024,tertiary,False
1420,4353,0.029354781625490226,tertiary,False
1421,2568,0.007943195831337596,service,False
1421,2873,0.001473114521732592,service,False
1422,465,0.057269497026264334,primary,True
1422,4295,0.00875633266458298,residential,False
1423,4073,0.030614105673787365,service,False
1423,4335,0.018405448944801055,service,False
1424,2674,0.009498061780068979,service,False
1424,5411,0.008563975901134223,service,False
1425,5116,0.05900924870697059,service,False
1426,916,0.003893643679712328,tertiary,False
1426,952,0.01317408985976151,tertiary,False
1427,282,0.010201994119587178,service,False
1427,1627,0.029779285989022502,service,False
1427,1949,0.009723686963927702,service,False
1428,272,0.08486573828587472,service,False
1429,2279,0.013453059105139015,service,False
1430,1168,0.020261343453880396,residential,True
1431,5400,0.1118593435153407,secondary,True
1432,2074,0.11991479397394289,residential,True
1433,2834,0.0016179324569248247,service,False
1433,3454,0.009498850869508055,service,False
1434,2162,0.003919792905639312,service,False
1434,3397,0.007495619495946943,service,False
1435,817,0.008257147580033649,service,False
1435,2787,0.0017179473054008832,service,False
1435,3909,0.008189062630295021,service,False
1436,809,0.09543296146261218,tertiary,False
1436,2551,0.013200150346822495,tertiary,False
1437,286,0.0072624138220442214,service,False
1437,3416,0.006147566159819958,service,False
1438,1116,0.009082815084804555,service,False
1438,5617,0.003275722753813781,service,False
1439,723,0.15327318491538072,secondary,True
1440,3065,0.00988151805896316,service,False
1441,1063,0.056087063754340596,residential,False
1441,4458,0.07042403768335731,residential,False
1442,4299,0.023303470056769884,service,False
1443,16,0.03373465006648735,residential,False
1443,2632,0.020011689576135354,tertiary,False
1443,2805,0.05906547816390581,residential,False
1443,3549,0.029096067288999397,tertiary,False
1444,2172,0.02931885386511598,primary,True
1445,1407,0.011007526632100839,service,False
1445,5660,0.028078664491880245,service,False
1446,1878,0.005764936930697624,residential,False
1446,5067,0.003347332794740432,residential,False
1447,2198,0.021328770296993003,residential,False
1447,3358,0.01619540887983938,residential,False
1447,4194,0.006574196617121739,residential,False
1448,1916,0.05916608692867551,residential,False
1448,3330,0.022541471842406506,residential,False
1449,2043,0.1009276390770172,tertiary,False
1449,5176,0.05759835491396313,tertiary,False
1450,3131,0.016827818161940483,secondary,True
1451,4,0.0035395647864572832,service,False
1451,614,0.01856176954333763,service,False
1452,2499,0.018493224633996663,service,False
1453,1593,0.02210873044216228,service,False
1454,2791,0.0019551433561251635,service,False
1454,4189,0.00201146950450619,service,False
1455,1076,0.047059832336109234,tertiary,False
1455,1306,0.05107085999405996,tertiary,False
1455,4658,0.005042591318166368,service,False
1456,2991,0.02638298397829907,service,False
1456,5263,0.01570253884164054,service,False
1457,828,0.03302751990941976,service,False
1457,3704,0.044620851292612645,service,False
1458,3582,0.032126384003111796,primary,True
1459,363,0.002127352492792364,unclassified,False
1459,5542,0.049388885793052395,residential,False
1459,5726,0.07671276251163091,residential,False
1460,2320,0.005383557951551146,primary,True
1461,521,0.015253315459746399,tertiary,False
1461,5176,0.017898032693898808,tertiary,False
1462,2014,0.01943024019858088,service,False
1462,2719,0.03504157009616498,service,False
1462,3288,0.0018189959500476464,service,False
1463,877,0.009183220073763234,service,True
1463,2901,0.022760071373685808,residential,False
1463,4346,0.024191487025771136,residential,False
1464,1037,0.014133773473941333,residential,False
1464,4307,0.013756530018234455,residential,False
1464,5483,0.014690015983947488,tertiary,True
1465,4695,0.05276766520717535,service,False
1465,5237,0.010476574400958963,service,False
1466,2982,0.01251204462443816,tertiary,False
1466,4977,0.02547755572418346,tertiary,False
1467,4784,0.006539636304215609,tertiary,False
1467,5107,0.007425375617979952,tertiary,False
1468,4646,0.019199140230960164,tertiary,True
1468,5444,0.04207800292983209,service,False
1469,1880,0.023335881769272027,service,False
1469,5725,0.02870033222767456,service,False
1470,2060,0.033451494286019054,service,False
1470,4812,0.0036228161518785354,service,False
1471,4211,0.055169517847826297,service,False
1471,4497,0.005646119359565155,service,False
1472,820,0.030160902673139436,service,False
1473,57,0.010673299123755746,service,False
1473,5170,0.005451162538285023,service,False
1474,2787,0.009251056396893345,service,False
1474,5610,0.00791540025167427,service,False
1475,220,0.007416963121661916,service,False
1475,2080,0.011275285022723673,service,False
1475,3366,0.0678276977391267,service,False
1476,416,0.020701767900865142,service,False
1476,3062,0.01049687267029198,service,False
1477,439,0.07631871008433044,service,False
1477,3631,0.04409076885306193,residential,False
1477,4070,0.011034197331812328,residential,False
1478,236,0.016588909212426686,primary,True
1478,2846,0.018434874409886025,primary,True
1479,4951,0.010287958995751845,residential,False
1479,5611,0.003929627246215472,residential,False
1480,162,0.012351286353315066,service,False
1480,4378,0.022331190677623423,service,False
1480,5564,0.033804121249130556,service,False
1481,101,0.007598017596039094,service,False
1481,5433,0.014138403855664769,service,False
1482,47,0.034717903507507294,secondary,True
1483,180,0.04239189496105357,service,False
1483,4637,0.003431921351620518,service,False
1484,4880,0.009702191281849463,service,False
1485,106,0.007737585031251091,residential,False
1485,4390,0.005804607204733463,residential,False
1486,146,0.010817235422468886,service,False
1486,352,0.004338135900148155,service,False
1486,3994,0.005876599608208893,service,False
1487,1167,0.011172857925206333,secondary,False
1487,2492,0.017416458768236224,secondary,False
1488,2071,0.018121310630332847,residential,False
1488,5321,0.031048238260616843,residential,True
1489,2169,0.01841856520839568,residential,False
1489,4799,0.00830951035457535,residential,False
1490,3095,0.017451267956076363,residential,False
1491,5618,0.015193383220073936,residential,False
1492,1780,0.008461655213133312,service,False
1492,4292,0.004356445218910656,service,False
1493,1558,0.03214034931682153,primary,True
1494,176,0.00869574681369791,service,False
1494,2246,0.030426168406190782,service,False
1495,2698,0.010157404493123353,service,False
1496,1207,0.028709613004481452,service,False
1496,3109,0.004095711294761517,service,False
1497,1346,0.019425384833375955,service,False
1497,3366,0.013046757956272062,service,False
1497,4584,0.017947737298990584,service,False
1498,4275,0.0231732239025516,service,False
1498,4712,0.00424187972870533,service,False
1499,1810,0.04739561434231208,service,False
1499,2333,0.05930786511106873,service,False
1500,527,0.0235219697167689,residential,True
1500,2950,0.009895691586878558,tertiary,False
1500,5474,0.01010024760348196,tertiary,False
1501,200,0.00981794909062094,service,False
1501,2927,0.0366847593099548,tertiary,False
1501,3666,0.03569699045299544,tertiary,False
1502,1147,0.036126751359908164,service,False
1502,3810,0.01843488900917737,service,False
1502,4546,0.0267379423288559,service,False
1502,5040,0.02696078557462725,service,False
1503,2466,0.0026531158906258605,service,False
1503,4679,0.002579910230422611,service,False
1504,3635,0.01531671499730302,residential,False
1504,5619,0.030250779212347412,residential,False
1505,270,0.015722167201065364,service,False
1505,2946,0.048224977589079766,service,False
1505,4590,0.0016111250992845985,service,False
1506,3325,0.0010097300186913609,residential,False
1506,5374,0.0010137887122520764,residential,False
1507,4210,0.03415195655480488,secondary,True
1508,3427,0.025671885306616102,service,False
1508,4506,0.015506538794326572,service,False
1509,216,0.02108452833724358,service,False
1509,2051,0.03231965188215805,service,False
1510,903,0.03504499063513559,residential,False
1510,2154,0.06776499379584498,residential,False
1511,223,0.009476805982096185,service,False
1511,2955,0.007314923786609738,service,False
1511,4594,0.024046006766309545,service,False
1512,1419,0.04472443238793256,tertiary,False
1512,5314,0.01389100330739026,tertiary,False
1513,1355,0.11192985211962911,service,True
1514,3094,0.022286184097438575,residential,False
1514,4374,0.014252782275447452,residential,False
1514,5149,0.017671842297507862,residential,False
1515,619,0.018654289159247973,secondary,True
1515,3606,0.0066824645614767825,secondary_link,True
1516,3197,0.016350152727156012,service,False
1516,3246,0.007896095761137346,service,False
1517,1114,0.0038798170954592822,service,False
1517,4959,0.013872777677578491,tertiary,False
1517,5339,0.03647095892466125,tertiary,False
1518,1261,0.005435006983390189,secondary,False
1518,2194,0.024162823580869002,residential,False
1518,3190,0.0065258186366754225,secondary,False
1519,1736,0.004568657509985781,service,False
1520,1247,0.008302587290438035,service,False
1521,2929,0.04567113990846866,residential,True
1521,4836,0.040362994446301,residential,False
1522,3166,0.010460664967365347,residential,False
1522,5507,0.02374329991088292,residential,False
1523,4675,0.010997244908324447,residential,False
1524,1584,0.02265007598883298,service,False
1524,3582,0.007455531507439155,service,False
1525,2015,0.012791207866514767,secondary,False
1525,2359,0.013234600340499485,secondary_link,True
1525,4206,0.018933955469160862,secondary,False
1526,3571,0.017098758143506917,service,False
1527,783,0.002387733018791741,service,False
1527,2434,0.008534896175794018,service,False
1528,5283,0.022000786454197417,service,False
1528,5624,0.005866116503809967,service,False
1529,4296,0.010300577294658352,service,False
1530,2605,0.022207920908849137,primary,True
1531,5340,0.019470128549375524,tertiary,True
1532,3711,0.006132297029695366,tertiary,True
1533,1748,0.04075289562876918,service,False
1533,3959,0.016822400076488567,service,False
1534,247,0.01214259691844054,tertiary,False
1534,1171,0.019476087460875927,tertiary,False
1534,1275,0.01135847472713818,service,True
1534,5034,0.014969868988989863,service,False
1535,4933,0.023902768110152683,service,False
1536,8,0.00444065703913336,secondary,False
1536,848,0.033119313950036484,secondary,False
1537,49,0.017215098590135175,service,False
1538,1808,0.014618030134348968,service,False
1538,3713,0.018509719621102066,service,False
1539,1826,0.0047441219517067885,residential,False
1539,4733,0.015922982166103893,residential,False
1540,4296,0.026500412990811652,service,False
1540,4551,0.028653314433671948,service,False
1541,2513,0.007922290043042597,service,False
1541,3415,0.024570263390134003,service,False
1541,5418,0.008303122469294724,service,False
1542,1657,0.018296837884601062,secondary,False
1542,5142,0.026597141508730136,secondary,False
1543,3630,0.022819323679577796,secondary,True
1544,653,0.027698850742631634,service,False
1544,1817,0.04189725737633245,service,False
1545,887,0.0068948668864767465,secondary,False
1545,996,0.022291068287754085,secondary,False
1545,5463,0.01965305424737398,primary,True
1546,3636,0.015127955144771183,service,False
1547,3124,0.05150649507673501,service,False
1547,3558,0.03758457888965875,service,False
1548,494,0.005837543643275111,service,False
1549,3217,0.04178331947900961,service,False
1550,3017,0.026534631016099434,residential,False
1550,4453,0.0210202602710324,residential,False
1550,4663,0.05579809820406049,service,False
1551,4053,0.015923262198147933,tertiary_link,True
1552,555,0.0368706046531266,service,False
1553,2415,0.11939776250470345,secondary,False
1553,5342,0.012251709903545153,secondary,False
1554,1070,0.015965114982198724,primary,True
1554,3487,0.012508655281801612,service,False
1555,818,0.005613083096498616,service,False
1555,5551,0.0077836331990607235,service,False
1556,2394,0.033463549707452155,service,False
1556,3550,0.011142227962641985,service,False
1556,5712,0.022335507115110616,service,False
1557,4827,0.010603040446161378,secondary,False
1557,5031,0.009295437149906258,secondary,False
1558,4614,0.02445913568335894,primary,True
1558,4635,0.00785377114988708,primary_link,True
1559,2546,0.03333392724960529,tertiary,False
1559,3929,0.008227012551457883,tertiary,False
1560,4435,0.0044814560749725195,primary,False
1560,4451,0.08704851348681343,primary,False
1561,2178,0.002338367289084761,service,True
1562,1682,0.005032125297215817,service,False
1562,3690,0.037904299778704895,service,False
1563,1058,0.02142640362382367,service,False
1563,5424,0.0103808508875546,service,False
1564,535,0.01036597740891497,service,False
1564,5253,0.008148466693742366,service,False
1565,5479,0.02868602529889553,tertiary,False
1566,1774,0.08656228329539818,residential,False
1566,4059,0.006567622324865954,residential,False
1567,2485,0.00250190738422005,service,False
1567,3546,0.02099381002617551,service,False
1567,5531,0.012325365548829665,service,False
1568,1875,0.002674719619559362,residential,True
1568,2431,0.017356481488531368,service,False
1569,1704,0.012989001990877307,service,False
1569,2369,0.059211622131726385,service,False
1570,1246,0.03314341999757371,residential,False
1570,3747,0.018333742234119318,residential,False
1571,52,0.006856321715531168,residential,False
1571,523,0.005972097390706526,residential,False
1572,1601,0.017422244361177983,residential,False
1572,4375,0.006841499064197521,residential,False
1573,3658,0.020458031184352476,service,False
1573,3962,0.02277100697739317,service,False
1574,3538,0.006293586874661797,residential,False
1574,4203,0.0576933700181652,service,False
1574,4444,0.017551413167108145,residential,False
1575,3148,0.05460238448503557,service,False
1575,3653,0.006773298185172194,service,False
1576,2027,0.08697332330807411,service,False
1577,278,0.012106530664002841,residential,False
1577,2858,0.019437816008903555,residential,False
1578,2944,0.060752669846162496,service,False
1579,3684,0.1305607889147357,tertiary,True
1580,2654,0.02570699412309778,service,False
1581,603,0.016956439200018037,service,False
1581,2810,0.010388954283046094,service,False
1582,1955,0.004803106411150668,service,False
1582,4779,0.028210434870052745,service,False
1582,5312,0.016145203052728756,service,False
1583,2570,0.005034537501264736,service,False
1583,4465,0.0036954543318989267,service,False
1584,1524,0.02265007598883298,service,False
1584,4316,0.02578928848609665,service,False
1585,2272,0.0042672829303751865,tertiary,False
1585,2395,0.021334847017525173,tertiary,False
1585,2474,0.03313987270675521,service,False
1586,2425,0.02026813861656883,secondary,False
1586,5297,0.04783776755955962,secondary,False
1587,5528,0.012760490293562153,primary,True
1588,504,0.007972736873957694,service,False
1588,4442,0.05924075572815349,primary,True
1589,1618,0.01886294463652046,residential,False
1589,1951,0.02636364633644537,residential,False
1589,4501,0.01272850318730397,residential,False
1590,488,0.006184040753547155,service,False
1590,2765,0.011034248782772642,service,False
1590,4286,0.031353021615098495,service,False
1591,1092,0.004295272810707644,service,False
1591,2515,0.003593680058042348,service,False
1592,677,0.044833897294332674,residential,False
1592,2319,0.01911156430509358,residential,False
1593,339,0.007437032563531354,service,False
1593,1453,0.02210873044216228,service,False
1593,2899,0.01478788463146762,service,False
1594,2279,0.02350133164541023,service,False
1594,2336,0.01512907044668716,service,False
1594,2705,0.005823392733435353,service,False
1595,828,0.027459414518958898,service,False
1595,5013,0.04816015974900868,service,False
1596,2465,0.01974171238450566,service,False
1596,3756,0.005520916730466382,service,False
1597,2653,0.04484310476452309,service,True
1598,1924,0.025351134879263108,service,False
1598,2892,0.01727088194254495,service,False
1599,3226,0.010775108411909946,service,False
1599,4043,0.07397563731815082,service,False
1599,5203,0.012498740829530008,service,False
1600,1242,0.010263020781377415,service,False
1601,1572,0.017422244361177983,residential,False
1601,3578,0.048092567491890996,residential,False
1602,4570,0.03910227010775612,residential,True
1603,3353,0.01617163718485929,tertiary,False
1603,4372,0.009396119440415615,residential,False
1603,4978,0.01783028365904261,tertiary,False
1604,4575,0.024752045086459246,residential,True
1605,474,0.026749355170730058,service,False
1606,1362,0.031125479107654883,service,False
1606,4193,0.009824852341522413,service,False
1606,4835,0.00997383648941657,service,False
1607,4546,0.01820023446386762,service,False
1608,892,0.023914304704139043,service,False
1608,5048,0.0035967742465382604,service,False
1609,3737,0.003694136628797985,service,False
1609,4382,0.005941092910905039,service,False
1610,566,0.008067098047219697,service,False
1610,1347,0.006827499275212163,service,False
1611,2334,0.004995150417638055,service,False
1612,1160,0.00463412036056377,service,False
1612,1687,0.025436093291767967,service,False
1613,2176,0.014243445430287872,residential,False
1613,4339,0.026408144924321468,residential,False
1614,5387,0.032906622944158866,service,False
1614,5642,0.014724742747490999,service,False
1615,559,0.008808183556359036,service,False
1615,911,0.013857828683695414,service,False
1615,5267,0.011684476636187588,service,False
1616,2634,0.015208776143779428,service,False
1616,4182,0.03538446097838688,service,False
1617,4000,0.007907315884804145,service,False
1617,5468,0.03817701568317189,service,False
1618,1589,0.01886294463652046,residential,False
1618,2097,0.003214655380228672,residential,False
1618,5120,0.019994888124330368,residential,False
1619,408,0.043204411191104866,service,False
1619,4855,0.004975489389456098,service,False
1620,1116,0.10798153745560414,primary,False
1620,2604,0.03391046572333391,primary,False
1620,4648,0.0066965981529412836,service,False
1621,1092,0.003910309592967963,service,False
1621,1713,0.02062282195884623,service,False
1622,2697,0.0070704023361713875,service,False
1622,4224,0.0117759897437751,residential,False
1622,5605,0.0855442800501795,residential,False
1623,3569,0.013736889380329484,tertiary,False
1623,4357,0.010022283264657761,residential,False
1623,5361,0.040169253700129734,tertiary,False
1624,3617,0.0015343670588378658,service,False
1624,4252,0.0017900170997589518,service,False
1625,1155,0.012593507809023892,secondary,False
1625,1961,0.01687504414397711,secondary,False
1626,2419,0.004162433342330485,residential,False
1626,5096,0.008585781119449229,residential,False
1627,1427,0.029779285989022502,service,False
1627,2560,0.005461031247602462,service,False
1627,2866,0.00863082033052961,service,False
1628,1125,0.006817797775894164,service,False
1628,3063,0.006316562636435905,service,False
1629,2140,0.0012980223375520818,residential,False
1629,3665,0.0014416440076764439,residential,False
1630,1988,0.05440766286834468,service,False
1631,2060,0.030689881509389727,service,False
1631,2293,0.01728232561269697,service,False
1632,3106,0.004217364513142362,service,False
1632,3500,0.005192748150344075,service,False
1633,3101,0.040756547514866986,service,False
1633,4737,0.03960764926524536,tertiary,False
1633,4993,0.12695523652456456,tertiary,False
1634,1093,0.035099944645344716,service,False
1634,4386,0.07643148563302053,tertiary,True
1635,474,0.005096524696261383,service,False
1635,2248,0.02390162656228521,service,False
1636,807,0.06853489769433357,service,False
1636,2464,0.02178260275103042,residential,False
1636,4930,0.017246354119342736,residential,False
1637,3387,0.02313103767279678,service,False
1638,1829,0.018798463288308715,service,False
1638,4137,0.016633199101160817,service,False
1639,3655,0.002598715344732927,service,False
1639,4135,0.0034892258585263983,service,False
1639,5648,0.006251371490232111,service,False
1640,1402,0.06349639055471408,service,False
1641,2535,0.0041747729523437145,service,False
1641,4410,0.003819933059241046,service,False
1642,1157,0.0283004782631279,service,False
1642,3347,0.03570267427135773,service,False
1643,2028,0.026550454219058148,residential,False
1643,3309,0.026124972434125274,service,False
1643,4437,0.05531178714136179,service,False
1643,5210,0.011659532138333588,residential,False
1644,2270,0.008293264672247568,residential,False
1644,4268,0.005965553487670436,residential,False
1645,1702,0.04179716098983234,residential,False
1645,4709,0.02711654857507159,residential,False
1646,3125,0.0039809971891531706,service,False
1646,5416,0.036106588499022374,service,False
1647,1897,0.06218832642268318,residential,False
1647,3408,0.027353024381030266,residential,False
1648,3010,0.014587592035990207,service,False
1648,5002,0.00829329406427184,service,False
1649,881,0.0018246670504385566,service,False
1649,3107,0.011612990873364511,service,False
1650,45,0.00998006505430513,residential,False
1650,661,0.014421746457805211,service,False
1650,4469,0.028752364104919406,residential,False
1651,3332,0.04742629940038518,secondary,False
1651,5653,0.03681043920899164,secondary,False
1652,2730,0.003809809814257911,service,False
1652,4723,0.000784332637366859,service,False
1653,3522,0.005701227000240554,service,True
1654,385,0.043917951630706456,service,False
1654,2926,0.012400572748464546,service,False
1655,194,0.037485957993272916,service,False
1655,3141,0.007218168087830139,service,False
1656,1937,0.024230885963605026,service,False
1656,4697,0.05675219933360896,service,False
1657,1542,0.018296837884601062,secondary,False
1657,3332,0.009492915916729008,secondary,False
1658,1667,0.032804394503484956,service,False
1658,2816,0.009373585004388715,residential,False
1658,2842,0.01513656470246497,residential,False
1659,899,0.00784455793624321,service,False
1659,2071,0.01874811404994378,residential,False
1660,490,0.010328889335170096,service,False
1660,4220,0.004100388133757047,service,False
1661,1232,0.011613664132822138,service,False
1661,3611,0.02585383247897336,service,False
1662,301,0.01381384013656736,service,False
1662,317,0.011752525716538393,service,False
1662,1216,0.01753167832337173,service,False
1662,4065,0.041205435961338924,service,False
1663,2424,0.03245304449901878,service,False
1663,3363,0.01693437469708933,service,False
1664,4914,0.01003077738905606,service,False
1664,5048,0.013267961163859133,service,False
1665,601,0.0019371801307060017,service,False
1665,3261,0.002359740216738582,service,False
1665,3486,0.005080430556069282,service,False
1666,344,0.009658156950480841,primary_link,True
1667,1658,0.032804394503484956,service,False
1668,1920,0.030297615326777612,service,False
1668,5371,0.008367686033545565,service,False
1669,2946,0.0036286467622790924,service,False
1669,3976,0.004246001896908753,service,False
1670,113,0.0010993074976428287,residential,False
1670,5099,0.0010977400147111772,residential,False
1671,2356,0.032473609069581855,service,False
1671,2868,0.07912705100722428,residential,False
1671,3386,0.07378506386576107,residential,False
1672,4445,0.03341995301735113,primary,True
1673,3014,0.013820265685462076,residential,False
1673,4733,0.004549207517607533,residential,False
1674,2708,0.008032818042899107,service,False
1675,3070,0.005364805291466068,service,False
1675,5637,0.02472190508415833,service,False
1676,2040,0.12779312570909557,residential,False
1676,4294,0.0529919473254296,residential,False
1676,5593,0.020178546842366085,residential,False
1677,241,0.027491429839011306,service,False
1677,3840,0.004067601217475308,service,False
1678,767,0.003939589730384828,service,False
1678,2736,0.003500361858497747,service,False
1679,748,0.05879101850764889,residential,False
1679,2392,0.015107264427540798,residential,False
1680,1110,0.05356617645718619,residential,False
1680,2166,0.022782231111722003,residential,False
1680,4019,0.007658519617625942,residential,False
1681,3187,0.012176513567258115,service,False
1681,4843,0.005582012958551393,service,False
1682,419,0.005847134819813316,service,False
1682,1404,0.023201505053562135,tertiary,False
1682,1562,0.005032125297215817,service,False
1682,3449,0.018168149808452,tertiary,False
1683,1334,0.040719486908500496,residential,False
1684,4060,0.010057733676288774,residential,True
1685,645,0.06138049109438725,residential,False
1685,1260,0.007221458585194999,service,False
1685,4224,0.01819840342846996,residential,False
